,,,,Petrol,,Diesel,,Electric,,LP Gas,,,Others (1),,Total,
,,,,Registered,Licensed,Registered,Licensed,Registered,Licensed,Registered,,Licensed,Registered,Licensed,Registered,Licensed
"電單車 (無邊卡)
Motor Cycles (Solo)",,,, 83 075 , 57 618 , - , - ,18,12, - ,, - , - , - , 83 093 , 57 630 
"電單車 (連邊卡)
Motor Cycles (Combo)",,,,105,76, - , - , - , - , - ,, - , - , - ,105,76
"機動三輪車
Motor Tricycles",,,,781,724, - , - , - , - , - ,, - , - , - ,781,724
"私家車
Private Cars",,,, 602 040 , 548 115 , 11 983 , 11 309 , 13 066 , 12 695 , - ,, - ,94,68, 627 183 , 572 187 
"的士 (市區)
Taxis (Urban)",,,,3,3, - , - , - , - , 15 247 ,, 15 232 , - , - , 15 250 , 15 235 
"的士 (新界)
Taxis (NT)",,,, - , - , - , - , - , - , 2 838 ,, 2 825 , - , - , 2 838 , 2 825 
"的士 (大嶼山)
Taxis (Lantau)",,,, - , - , - , - , - , - ,75,,74, - , - ,75,74
"九巴
KMB",,,單層  SD, - , - ,126,125,18,16, - , - , - , - , - ,144,141
,,,雙層  DD, - , - , 4 090 , 3 906 , - , - , - , - , - , - , - , 4 090 , 3 906 
"城巴
Citybus",,,單層  SD, - , - ,32,32,6,5, - , - , - , - , - ,38,37
,,,雙層  DD, - , - ,968,957, - , - , - , - , - , - , - ,968,957
"新巴
NWFB",,,單層  SD, - , - ,13,13,4,4, - , - , - , - , - ,17,17
,,,雙層  DD, - , - ,685,665, - , - , - , - , - , - , - ,685,665
"龍運
LWB",,,單層  SD, - , - , - , - ,4,4, - , - , - , - , - ,4,4
,,,雙層  DD, - , - ,275,275, - , - , - , - , - , - , - ,275,275
"新大嶼山巴士
NLB",,,單層  SD, - , - ,96,96,2,2, - , - , - , - , - ,98,98
,,,雙層  DD, - , - ,58,58, - , - , - , - , - , - , - ,58,58
"港鐵巴士 (西鐵線/輕鐵)
MTR Buses (for West Rail Line/Light Rail)",,,單層  SD, - , - ,11,11, - , - , - , - , - , - , - ,11,11
,,,雙層  DD, - , - ,133,133, - , - , - , - , - , - , - ,133,133
"其他非專營公共巴士
Other Non-franchised Public Buses",,,單層  SD, - , - , 6 874 , 6 837 ,8,8, - , - , - , - , - , 6 882 , 6 845 
,,,雙層  DD, - , - ,168,167, - , - , - , - , - , - , - ,168,167
"私家巴士
Private Buses",,,單層  SD, - , - ,700,696,2,2, - , - , - , - , - ,702,698
,,,雙層  DD, - , - ,29,27, - , - , - , - , - , - , - ,29,27
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
表 4.4,,(續)      ,,,,,,,,,,,,,,
Table 4.4,,(cont'd)      ,,,,,,,,,,,,,,2019/11
,,,,,,,,,,,,,,,,
,,,,汽油,,柴油,,電力,,石油氣,,,其他 (1),,總計,
,,,,Petrol,,Diesel,,Electric,,LP Gas,,,Others (1),,Total,
,,,,登記總數,領牌總數,登記總數,領牌總數,登記總數,領牌總數,登記總數,,領牌總數,登記總數,領牌總數,登記總數,領牌總數
,,,,Registered,Licensed,Registered,Licensed,Registered,Licensed,Registered,,Licensed,Registered,Licensed,Registered,Licensed
,,,,,,,,,,,,,,,,
"公共小型巴士
Public Light Buses",,,, - , - ,809,807, - , - , 3 541 , - , 3 513 , - , - , 4 350 , 4 320 
"私家小型巴士
Private Light Buses",,,, - , - , 2 365 , 2 342 ,6,6, 1 116 , - , 1 113 , - , - , 3 487 , 3 461 
"輕型貨車
Light Goods Vehicles",,,,672,467, 73 546 , 71 259 ,120,114, - , - , - , - , - , 74 338 , 71 840 
"中型貨車
Medium Goods Vehicles",,,, - , - , 36 579 , 35 561 , - , - , - , - , - , - , - , 36 579 , 35 561 
"重型貨車
Heavy Goods Vehicles",,,, - , - , 6 658 , 6 398 , - , - , - , - , - , - , - , 6 658 , 6 398 
"特別用途車輛
Special Purpose Vehicles",,,,66,52, 1 633 , 1 515 ,104,93,188, - ,151,2,2, 1 993 , 1 813 
"總計 (2)
Total (2)",,,, 686 742 , 607 055 , 147 831 , 143 189 , 13 358 , 12 961 , 23 005 ,, 22 908 ,96,70, 871 032 , 786 183 
,,,,,,,,,,,,,,,,
註 :,,  月底數字,,,,,,,Notes :,,Figures as at end of the month.,,,,,
,,(1)   包括各種其發動機為「渦輪引擎」、「燃油電池車」,,,,,,,,-1,"Including various vehicles with power plants such as turbine engines, fuel cell vehicles, etc. of which fuel types cannot be further classified.",,,,,
,,        等的車輛，它們的燃料種類不能進一步被劃分。,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,(2)   不包括政府車輛。,,,,,,,,-2,Excluding government vehicles.,,,,,
,,SD -  單層,,,,,,,,SD,#NAME?,,,,,
,,DD -  雙層,,,,,,,,DD,#NAME?,,,,,
,,,,,,,,,,,,,,,,
資料來源 : ,,  牌照電腦計劃及牌照事務部,,,,,,,Source : ,,VALID & Licensing Division ,,,,,
