,,,,Petrol,,Diesel,,Electric,,LP Gas,,,Others (1),,Total,
,,,,Registered,Licensed,Registered,Licensed,Registered,Licensed,Registered,,Licensed,Registered,Licensed,Registered,Licensed
"電單車 (無邊卡)
Motor Cycles (Solo)",,,, 91 721 , 64 479 , - , - ,41,36, - ,, - , - , - , 91 762 , 64 515 
"電單車 (連邊卡)
Motor Cycles (Combo)",,,,117,81, - , - , - , - , - ,, - , - , - ,117,81
"機動三輪車
Motor Tricycles",,,,949,864, - , - , - , - , - ,, - , - , - ,949,864
"私家車
Private Cars",,,, 618 935 , 547 189 , 11 970 , 11 264 , 17 186 , 16 780 , - ,, - ,104,76, 648 195 , 575 309 
"的士 (市區)
Taxis (Urban)",,,,3,3, - , - , - , - , 15 247 ,, 15 193 , - , - , 15 250 , 15 196 
"的士 (新界)
Taxis (NT)",,,, - , - , - , - , - , - , 2 838 ,, 2 819 , - , - , 2 838 , 2 819 
"的士 (大嶼山)
Taxis (Lantau)",,,, - , - , - , - , - , - ,75,,75, - , - ,75,75
"九巴
KMB",,,單層  SD, - , - ,125,123,18,15, - , - , - , - , - ,143,138
,,,雙層  DD, - , - , 3 886 , 3 858 , - , - , - , - , - , - , - , 3 886 , 3 858 
"城巴
Citybus",,,單層  SD, - , - ,28,21,6,5, - , - , - , - , - ,34,26
,,,雙層  DD, - , - , 1 004 ,962, - , - , - , - , - , - , - , 1 004 ,962
"新巴
NWFB",,,單層  SD, - , - ,13,13,4,4, - , - , - , - , - ,17,17
,,,雙層  DD, - , - ,673,673, - , - , - , - , - , - , - ,673,673
"龍運
LWB",,,單層  SD, - , - , - , - ,4,4, - , - , - , - , - ,4,4
,,,雙層  DD, - , - ,275,273, - , - , - , - , - , - , - ,275,273
"新大嶼山巴士
NLB",,,單層  SD, - , - ,90,90,2,2, - , - , - , - , - ,92,92
,,,雙層  DD, - , - ,58,58, - , - , - , - , - , - , - ,58,58
"港鐵巴士 (西鐵線/輕鐵)
MTR Buses (for West Rail Line/Light Rail)",,,單層  SD, - , - ,11,11, - , - , - , - , - , - , - ,11,11
,,,雙層  DD, - , - ,133,132, - , - , - , - , - , - , - ,133,132
"其他非專營公共巴士
Other Non-franchised Public Buses",,,單層  SD, - , - , 6 894 , 6 555 ,6,4, - , - , - , - , - , 6 900 , 6 559 
,,,雙層  DD, - , - ,173,173, - , - , - , - , - , - , - ,173,173
"私家巴士
Private Buses",,,單層  SD, - , - ,716,705,2,2, - , - , - , - , - ,718,707
,,,雙層  DD, - , - ,25,24, - , - , - , - , - , - , - ,25,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
表 4.4,,(續)      ,,,,,,,,,,,,,,
Table 4.4,,(cont'd)      ,,,,,,,,,,,,,,2020/11
,,,,,,,,,,,,,,,,
,,,,汽油,,柴油,,電力,,石油氣,,,其他 (1),,總計,
,,,,Petrol,,Diesel,,Electric,,LP Gas,,,Others (1),,Total,
,,,,登記總數,領牌總數,登記總數,領牌總數,登記總數,領牌總數,登記總數,,領牌總數,登記總數,領牌總數,登記總數,領牌總數
,,,,Registered,Licensed,Registered,Licensed,Registered,Licensed,Registered,,Licensed,Registered,Licensed,Registered,Licensed
,,,,,,,,,,,,,,,,
"公共小型巴士
Public Light Buses",,,, - , - ,783,766, - , - , 3 567 , - , 3 517 , - , - , 4 350 , 4 283 
"私家小型巴士
Private Light Buses",,,, - , - , 2 409 , 2 367 ,6,5, 1 161 , - , 1 150 , - , - , 3 576 , 3 522 
"輕型貨車
Light Goods Vehicles",,,,648,480, 75 197 , 73 696 ,153,144, - , - , - , - , - , 75 998 , 74 320 
"中型貨車
Medium Goods Vehicles",,,, - , - , 36 276 , 35 501 ,1,1, - , - , - , - , - , 36 277 , 35 502 
"重型貨車
Heavy Goods Vehicles",,,, - , - , 6 793 , 6 617 , - , - , - , - , - , - , - , 6 793 , 6 617 
"特別用途車輛
Special Purpose Vehicles",,,,63,48, 1 718 , 1 568 ,113,90,193, - ,152,2,2, 2 089 , 1 860 
"總計 (2)
Total (2)",,,, 712 436 , 613 144 , 149 250 , 145 450 , 17 542 , 17 092 , 23 081 ,, 22 906 ,106,78, 902 415 , 798 670 
,,,,,,,,,,,,,,,,
註 :,,  月底數字,,,,,,,Notes :,,Figures as at end of the month.,,,,,
,,(1)   包括各種其發動機為「渦輪引擎」、「燃油電池車」,,,,,,,,-1,"Including various vehicles with power plants such as turbine engines, fuel cell vehicles, etc. of which fuel types cannot be further classified.",,,,,
,,        等的車輛，它們的燃料種類不能進一步被劃分。,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,(2)   不包括政府車輛。,,,,,,,,-2,Excluding government vehicles.,,,,,
,,SD -  單層,,,,,,,,SD,#NAME?,,,,,
,,DD -  雙層,,,,,,,,DD,#NAME?,,,,,
,,,,,,,,,,,,,,,,
資料來源 : ,,  牌照電腦計劃及牌照事務部,,,,,,,Source : ,,VALID & Licensing Division ,,,,,
