,,,,Petrol,,Diesel,,Electric,,LP Gas,,,Others (1),,Total,
,,,,Registered,Licensed,Registered,Licensed,Registered,Licensed,Registered,,Licensed,Registered,Licensed,Registered,Licensed
"電單車 (無邊卡)
Motor Cycles (Solo)",,,, 83 493 , 58 097 , - , - ,17,12, - ,, - , - , - , 83 510 , 58 109 
"電單車 (連邊卡)
Motor Cycles (Combo)",,,,111,83, - , - , - , - , - ,, - , - , - ,111,83
"機動三輪車
Motor Tricycles",,,,805,745, - , - , - , - , - ,, - , - , - ,805,745
"私家車
Private Cars",,,, 602 708 , 549 435 , 11 981 , 11 312 , 13 447 , 13 120 , - ,, - ,94,65, 628 230 , 573 932 
"的士 (市區)
Taxis (Urban)",,,,3,3, - , - , - , - , 15 247 ,, 15 228 , - , - , 15 250 , 15 231 
"的士 (新界)
Taxis (NT)",,,, - , - , - , - , - , - , 2 838 ,, 2 826 , - , - , 2 838 , 2 826 
"的士 (大嶼山)
Taxis (Lantau)",,,, - , - , - , - , - , - ,75,,75, - , - ,75,75
"九巴
KMB",,,單層  SD, - , - ,126,125,18,16, - , - , - , - , - ,144,141
,,,雙層  DD, - , - , 4 078 , 3 924 , - , - , - , - , - , - , - , 4 078 , 3 924 
"城巴
Citybus",,,單層  SD, - , - ,32,32,6,5, - , - , - , - , - ,38,37
,,,雙層  DD, - , - ,975,955, - , - , - , - , - , - , - ,975,955
"新巴
NWFB",,,單層  SD, - , - ,13,13,4,4, - , - , - , - , - ,17,17
,,,雙層  DD, - , - ,686,668, - , - , - , - , - , - , - ,686,668
"龍運
LWB",,,單層  SD, - , - , - , - ,4,4, - , - , - , - , - ,4,4
,,,雙層  DD, - , - ,275,275, - , - , - , - , - , - , - ,275,275
"新大嶼山巴士
NLB",,,單層  SD, - , - ,96,96,2,2, - , - , - , - , - ,98,98
,,,雙層  DD, - , - ,58,58, - , - , - , - , - , - , - ,58,58
"港鐵巴士 (西鐵線/輕鐵)
MTR Buses (for West Rail Line/Light Rail)",,,單層  SD, - , - ,11,11, - , - , - , - , - , - , - ,11,11
,,,雙層  DD, - , - ,133,133, - , - , - , - , - , - , - ,133,133
"其他非專營公共巴士
Other Non-franchised Public Buses",,,單層  SD, - , - , 6 864 , 6 828 ,8,8, - , - , - , - , - , 6 872 , 6 836 
,,,雙層  DD, - , - ,171,171, - , - , - , - , - , - , - ,171,171
"私家巴士
Private Buses",,,單層  SD, - , - ,703,700,2,2, - , - , - , - , - ,705,702
,,,雙層  DD, - , - ,29,27, - , - , - , - , - , - , - ,29,27
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
表 4.4,,(續)      ,,,,,,,,,,,,,,
Table 4.4,,(cont'd)      ,,,,,,,,,,,,,,2019/12
,,,,,,,,,,,,,,,,
,,,,汽油,,柴油,,電力,,石油氣,,,其他 (1),,總計,
,,,,Petrol,,Diesel,,Electric,,LP Gas,,,Others (1),,Total,
,,,,登記總數,領牌總數,登記總數,領牌總數,登記總數,領牌總數,登記總數,,領牌總數,登記總數,領牌總數,登記總數,領牌總數
,,,,Registered,Licensed,Registered,Licensed,Registered,Licensed,Registered,,Licensed,Registered,Licensed,Registered,Licensed
,,,,,,,,,,,,,,,,
"公共小型巴士
Public Light Buses",,,, - , - ,786,784, - , - , 3 560 , - , 3 531 , - , - , 4 346 , 4 315 
"私家小型巴士
Private Light Buses",,,, - , - , 2 359 , 2 331 ,6,6, 1 124 , - , 1 120 , - , - , 3 489 , 3 457 
"輕型貨車
Light Goods Vehicles",,,,665,458, 73 356 , 71 035 ,125,117, - , - , - , - , - , 74 146 , 71 610 
"中型貨車
Medium Goods Vehicles",,,, - , - , 36 410 , 35 322 , - , - , - , - , - , - , - , 36 410 , 35 322 
"重型貨車
Heavy Goods Vehicles",,,, - , - , 6 643 , 6 393 , - , - , - , - , - , - , - , 6 643 , 6 393 
"特別用途車輛
Special Purpose Vehicles",,,,64,52, 1 653 , 1 530 ,104,92,186, - ,152,2,2, 2 009 , 1 828 
"總計 (2)
Total (2)",,,, 687 849 , 608 873 , 147 438 , 142 723 , 13 743 , 13 388 , 23 030 ,, 22 932 ,96,67, 872 156 , 787 983 
,,,,,,,,,,,,,,,,
註 :,,  月底數字,,,,,,,Notes :,,Figures as at end of the month.,,,,,
,,(1)   包括各種其發動機為「渦輪引擎」、「燃油電池車」,,,,,,,,-1,"Including various vehicles with power plants such as turbine engines, fuel cell vehicles, etc. of which fuel types cannot be further classified.",,,,,
,,        等的車輛，它們的燃料種類不能進一步被劃分。,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,(2)   不包括政府車輛。,,,,,,,,-2,Excluding government vehicles.,,,,,
,,SD -  單層,,,,,,,,SD,#NAME?,,,,,
,,DD -  雙層,,,,,,,,DD,#NAME?,,,,,
,,,,,,,,,,,,,,,,
資料來源 : ,,  牌照電腦計劃及牌照事務部,,,,,,,Source : ,,VALID & Licensing Division ,,,,,
