,,,,Petrol,,Diesel,,Electric,,LP Gas,,,Others (1),,Total,
,,,,Registered,Licensed,Registered,Licensed,Registered,Licensed,Registered,,Licensed,Registered,Licensed,Registered,Licensed
"電單車 (無邊卡)
Motor Cycles (Solo)",,,, 86 501 , 59 630 , - , - ,20,15, - ,, - , - , - , 86 521 , 59 645 
"電單車 (連邊卡)
Motor Cycles (Combo)",,,,115,85, - , - , - , - , - ,, - , - , - ,115,85
"機動三輪車
Motor Tricycles",,,,856,790, - , - , - , - , - ,, - , - , - ,856,790
"私家車
Private Cars",,,, 608 504 , 544 462 , 11 974 , 11 234 , 14 661 , 14 221 , - ,, - ,98,70, 635 237 , 569 987 
"的士 (市區)
Taxis (Urban)",,,,3,3, - , - , - , - , 15 247 ,, 15 136 , - , - , 15 250 , 15 139 
"的士 (新界)
Taxis (NT)",,,, - , - , - , - , - , - , 2 838 ,, 2 810 , - , - , 2 838 , 2 810 
"的士 (大嶼山)
Taxis (Lantau)",,,, - , - , - , - , - , - ,75,,75, - , - ,75,75
"九巴
KMB",,,單層  SD, - , - ,126,122,18,14, - , - , - , - , - ,144,136
,,,雙層  DD, - , - , 3 960 , 3 849 , - , - , - , - , - , - , - , 3 960 , 3 849 
"城巴
Citybus",,,單層  SD, - , - ,32,32,6,5, - , - , - , - , - ,38,37
,,,雙層  DD, - , - , 1 017 ,992, - , - , - , - , - , - , - , 1 017 ,992
"新巴
NWFB",,,單層  SD, - , - ,13,13,4,4, - , - , - , - , - ,17,17
,,,雙層  DD, - , - ,670,664, - , - , - , - , - , - , - ,670,664
"龍運
LWB",,,單層  SD, - , - , - , - ,4,4, - , - , - , - , - ,4,4
,,,雙層  DD, - , - ,275,270, - , - , - , - , - , - , - ,275,270
"新大嶼山巴士
NLB",,,單層  SD, - , - ,91,90,2,2, - , - , - , - , - ,93,92
,,,雙層  DD, - , - ,58,58, - , - , - , - , - , - , - ,58,58
"港鐵巴士 (西鐵線/輕鐵)
MTR Buses (for West Rail Line/Light Rail)",,,單層  SD, - , - ,11,11, - , - , - , - , - , - , - ,11,11
,,,雙層  DD, - , - ,133,132, - , - , - , - , - , - , - ,133,132
"其他非專營公共巴士
Other Non-franchised Public Buses",,,單層  SD, - , - , 6 884 , 6 699 ,6,5, - , - , - , - , - , 6 890 , 6 704 
,,,雙層  DD, - , - ,171,171, - , - , - , - , - , - , - ,171,171
"私家巴士
Private Buses",,,單層  SD, - , - ,714,704,2,2, - , - , - , - , - ,716,706
,,,雙層  DD, - , - ,29,27, - , - , - , - , - , - , - ,29,27
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
表 4.4,,(續)      ,,,,,,,,,,,,,,
Table 4.4,,(cont'd)      ,,,,,,,,,,,,,,2020/05
,,,,,,,,,,,,,,,,
,,,,汽油,,柴油,,電力,,石油氣,,,其他 (1),,總計,
,,,,Petrol,,Diesel,,Electric,,LP Gas,,,Others (1),,Total,
,,,,登記總數,領牌總數,登記總數,領牌總數,登記總數,領牌總數,登記總數,,領牌總數,登記總數,領牌總數,登記總數,領牌總數
,,,,Registered,Licensed,Registered,Licensed,Registered,Licensed,Registered,,Licensed,Registered,Licensed,Registered,Licensed
,,,,,,,,,,,,,,,,
"公共小型巴士
Public Light Buses",,,, - , - ,784,780, - , - , 3 566 , - , 3 497 , - , - , 4 350 , 4 277 
"私家小型巴士
Private Light Buses",,,, - , - , 2 382 , 2 352 ,6,6, 1 131 , - , 1 122 , - , - , 3 519 , 3 480 
"輕型貨車
Light Goods Vehicles",,,,659,502, 74 333 , 72 332 ,142,130, - , - , - , - , - , 75 134 , 72 964 
"中型貨車
Medium Goods Vehicles",,,, - , - , 36 567 , 35 634 ,1,1, - , - , - , - , - , 36 568 , 35 635 
"重型貨車
Heavy Goods Vehicles",,,, - , - , 6 714 , 6 468 , - , - , - , - , - , - , - , 6 714 , 6 468 
"特別用途車輛
Special Purpose Vehicles",,,,63,49, 1 691 , 1 542 ,107,91,189, - ,151,2,2, 2 052 , 1 835 
"總計 (2)
Total (2)",,,, 696 701 , 605 521 , 148 629 , 144 176 , 14 979 , 14 500 , 23 046 ,, 22 791 ,100,72, 883 455 , 787 060 
,,,,,,,,,,,,,,,,
註 :,,  月底數字,,,,,,,Notes :,,Figures as at end of the month.,,,,,
,,(1)   包括各種其發動機為「渦輪引擎」、「燃油電池車」,,,,,,,,-1,"Including various vehicles with power plants such as turbine engines, fuel cell vehicles, etc. of which fuel types cannot be further classified.",,,,,
,,        等的車輛，它們的燃料種類不能進一步被劃分。,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,(2)   不包括政府車輛。,,,,,,,,-2,Excluding government vehicles.,,,,,
,,SD -  單層,,,,,,,,SD,#NAME?,,,,,
,,DD -  雙層,,,,,,,,DD,#NAME?,,,,,
,,,,,,,,,,,,,,,,
資料來源 : ,,  牌照電腦計劃及牌照事務部,,,,,,,Source : ,,VALID & Licensing Division ,,,,,
